date,open,high,low,close,C-O,volume,SMA7,profit or not
"30,03,2020",61.6604,62.8359,61.3309,62.6613,1.0009,167976440,59.96785714,0
"31,03,2020",62.8556,64.5499,61.9703,62.5334,-0.3222,196157656,60.84787143,1
"1,4,2020",60.6178,61.1637,58.8054,59.2431,-1.3747,174404196,61.42892857,1
"2,4,2020",59.1029,60.2858,58.257,60.2317,1.1288,165273044,61.36042857,0
"3,4,2020",59.7079,60.421,58.767,59.3661,-0.3418,129880068,61.21604286,1
"6,4,2020",61.6998,64.7024,61.326,64.545,2.8452,200351804,61.35761429,0
"7,4,2020",66.5935,66.8148,63.6917,63.7974,-2.7961,202137960,61.76828571,1
"8,4,2020",64.6114,65.75,64.2401,65.4303,0.8189,164829120,62.16385714,0
"9,4,2020",66.077,66.414,65.0934,65.9024,-0.1746,162116492,62.64514286,1
"13,04,2020",65.9811,67.3066,65.3713,67.196,1.2149,131022924,63.78127143,0
"14,04,2020",68.8559,70.8847,68.3763,70.5896,1.7337,194994688,65.26097143,0
"15,04,2020",69.4461,70.4125,69.0108,69.9453,0.4992,131154564,66.77228571,0
"16,04,2020",70.6707,70.8718,69.4338,70.501,-0.1697,157125160,67.62314286,1
"17,04,2020",70.0092,70.5637,68.0837,69.5444,-0.4648,215249912,68.44414286,1
"20,04,2020",68.3518,69.269,68.0812,68.1009,-0.2509,127949604,68.82565714,1
"21,04,2020",67.9411,68.1796,65.2729,65.9959,-1.9452,180991572,68.83901429,1
"22,04,2020",67.2845,68.3395,66.9377,67.8968,0.6123,114432336,68.93912857,0
"23,04,2020",67.8403,69.2862,67.5943,67.6337,-0.2066,123426528,68.51685714,1
"24,04,2020",68.1673,69.5961,68.1181,69.5862,1.4189,126508732,68.46555714,0
"27,04,2020",69.2985,69.9723,68.8436,69.6354,0.3369,116821920,68.3419,0
"28,04,2020",70.1051,70.2896,68.4132,68.5067,-1.5984,109034440,68.19365714,1
"29,04,2020",70.019,71.2339,69.8125,70.7568,0.7378,137280816,68.57307143,0
"30,04,2020",71.3052,72.429,70.9093,72.2495,0.9443,183063872,69.46644286,0
"1,5,2020",70.3928,73.5282,70.2945,71.0863,0.6935,240616700,69.92208571,0
"4,5,2020",71.1109,72.2224,70.4094,72.0921,0.9812,133567944,70.559,0
"5,5,2020",72.5593,74.0201,72.4118,73.1741,0.6148,147751180,71.07155714,0
"6,5,2020",73.8873,74.5709,73.4963,73.9291,0.0418,142333752,71.68494286,0
"7,5,2020",74.566,75.0455,74.2586,74.6939,0.1279,115215056,72.56882857,0
"8,5,2020",75.3598,76.5212,75.027,76.4669,1.1071,134047940,73.38455714,0
"11,5,2020",75.9664,78.1731,75.7543,77.6701,1.7037,145186952,74.15892857,0
"12,5,2020",78.3655,78.8236,76.6592,76.7825,-1.583,162301052,74.97267143,1
"13,05,2020",76.965,77.9019,74.7607,75.8554,-1.1096,200622556,75.51028571,1
"14,05,2020",75.0812,76.3831,74.3465,76.3214,1.2402,158929076,75.9599,0
"15,05,2020",74.0555,75.9171,74.021,75.8702,1.8147,164073664,76.2372,0
"18,05,2020",77.2165,78.0375,76.5148,77.6578,0.4413,135372500,76.66061429,0
"19,05,2020",77.6751,78.5356,77.177,77.2091,-0.466,101729540,76.76664286,1
"20,05,2020",78.0819,78.7821,77.9636,78.7106,0.6287,111504860,76.91528571,0
"21,05,2020",78.5701,79.1199,77.8822,78.1238,-0.4463,102688844,77.1069,1
"22,05,2020",77.8575,78.7106,77.754,78.6268,0.7693,81803016,77.50281429,0
"26,05,2020",79.7635,79.9459,78.0375,78.0942,-1.6693,125521816,77.75607143,1
"27,05,2020",77.9488,78.5824,77.1967,78.4345,0.4857,112945096,78.1224,0
"28,05,2020",78.1041,79.7487,77.823,78.469,0.3649,133796412,78.23828571,0
"29,05,2020",78.7156,79.184,78.0301,78.3926,-0.323,153598128,78.40735714,1
"1,6,2020",78.3457,79.4799,78.2126,79.3566,1.0109,81018612,78.49964286,0
"2,6,2020",79.0842,79.7487,78.6367,79.724,0.6398,87019260,78.72824286,0
"3,6,2020",80.0495,80.4292,79.4676,80.1629,0.1134,104281476,78.94768571,0
"4,6,2020",79.9829,80.2862,79.0928,79.4725,-0.5104,85441932,79.14458571,1
"5,6,2020",79.7265,81.7976,79.6969,81.736,2.0095,137250200,79.61622857,0
"8,6,2020",81.4278,82.2538,80.7053,82.2192,0.7914,95407900,80.15197143,0
"9,6,2020",81.8938,85.215,81.8617,84.8156,2.9218,147712364,81.06954286,0
"10,6,2020",85.7796,87.4735,85.3334,86.9977,1.2181,165423144,82.16112857,0
"11,6,2020",86.1273,86.5588,82.7173,82.8209,-3.3064,198270700,82.60354286,1
"12,6,2020",84.9956,85.755,82.4074,83.5359,-1.4597,200146052,83.0854,1
"15,06,2020",82.1675,85.2323,82.0023,84.569,2.4015,138808920,83.81347143,0
"16,06,2020",86.6574,87.0864,84.9956,86.8103,0.1529,164436052,84.53837143,0
"17,06,2020",87.5672,87.6289,86.5662,86.6895,-0.8777,114406504,85.17698571,1
"18,06,2020",86.6451,87.1481,86.1051,86.724,0.0789,94421232,85.44961429,0
"19,06,2020",87.4402,87.9149,85.1016,86.2284,-1.2118,264475808,85.33971429,1
"22,06,2020",86.6278,88.6299,86.581,88.4844,1.8566,134038636,86.14878571,0
"23,06,2020",89.7493,91.8155,89.3228,90.3731,0.6238,212155476,87.12552857,0
"24,06,2020",89.9959,90.9304,88.3981,88.7779,-1.218,190982340,87.7268,1
"25,06,2020",88.9357,89.9959,88.1639,89.9564,1.0207,137522512,88.17624286,0
"26,06,2020",89.8504,90.0748,87.042,87.1924,-2.658,205256844,88.24808571,1
"29,06,2020",87.0987,89.299,86.613,89.2019,2.1032,129839052,88.60207143,0
"30,06,2020",88.7828,90.2375,88.7631,89.9466,1.1638,139190968,89.13324286,0
"1,7,2020",90.0255,90.5778,89.7271,89.7764,-0.2491,110761816,89.31781429,1
"2,7,2020",90.6986,91.3446,89.6605,89.7764,-0.9222,115258064,89.23257143,1
"6,7,2020",91.2287,92.6538,91.1966,92.178,0.9493,118983744,89.7183,0
"7,7,2020",92.5626,93.3541,91.7785,91.892,-0.6706,112827996,89.99481429,1
"8,7,2020",92.8856,94.0642,92.7968,94.0321,1.1465,117097916,90.97191429,0
"9,7,2020",94.9395,94.9937,93.3713,94.3675,-0.572,125681428,91.70985714,1
"10,7,2020",94.0247,94.6609,93.4036,94.6017,0.577,90257320,92.37487143,0
"13,07,2020",95.9282,98.5812,93.9483,94.1653,-1.7629,191652316,93.00185714,1
"14,07,2020",93.5365,95.9183,92.5873,95.7236,2.1871,170992476,93.85145714,0
"15,07,2020",97.6295,97.8835,95.1639,96.3819,-1.2476,153227496,94.45201429,1
"16,07,2020",95.2354,96.0663,94.5869,95.1959,-0.0395,110583708,94.924,1
"17,07,2020",95.6545,95.8123,94.5228,95.0036,-0.6509,92187020,95.06278571,1
"20,07,2020",95.0911,97.1462,94.7422,97.0057,1.9146,90318028,95.43967143,0
"21,07,2020",97.8095,97.8859,95.4129,95.6669,-2.1426,103648916,95.59184286,1
"22,07,2020",95.3636,96.6284,95.2748,95.9356,0.572,89006628,95.84474286,0
"23,07,2020",95.6652,95.7433,90.7452,91.569,-4.0962,197004432,95.25122857,1
"24,07,2020",89.737,91.6922,87.9198,91.3421,1.6051,185438864,94.53125714,0
"27,07,2020",92.4221,93.6006,92.1952,93.5069,1.0848,117879876,94.28997143,0
"28,07,2020",93.0705,93.2502,91.9659,91.9709,-1.0996,101245172,93.85672857,1
"29,07,2020",92.4615,93.9212,92.4245,93.7338,1.2723,87272372,93.38931429,0
"30,07,2020",92.893,94.974,92.4788,94.868,1.975,126407408,93.27518571,0
"31,07,2020",101.4697,104.9525,99.4393,104.7996,3.3299,374295468,94.54147143,0
"3,8,2020",106.7129,110.1021,106.4096,107.4403,0.7274,307269208,96.8088,0
"4,8,2020",107.6326,109.2673,106.8978,108.1578,0.5252,172792368,99.21104286,0
"5,8,2020",107.8742,108.8753,107.4008,108.5498,0.6756,120102788,101.3600286,0
"6,8,2020",108.8876,112.84,108.2885,112.337,3.4494,202428900,104.2694714,0
"7,8,2020",111.8551,112.3195,108.9774,109.7876,-2.0675,198045612,106.5628714,1
"10,8,2020",111.2573,112.4183,108.6883,111.3833,0.126,212403424,108.9222,0
"11,8,2020",110.6336,111.1412,107.8057,108.0708,-2.5628,185915844,109.3895143,1
"12,8,2020",109.1799,111.9243,108.9823,111.6624,2.4825,164514552,109.9926714,0
"13,08,2020",113.0655,114.6588,112.569,113.6386,0.5731,201950304,110.7756429,0
"14,08,2020",113.4595,113.6287,111.697,113.5373,0.0778,165565208,111.4881429,0
"17,08,2020",114.6785,114.7033,112.6036,113.2409,-1.4376,117725656,111.6172714,1
"18,08,2020",112.9889,114.6168,112.6481,114.1845,1.1956,104095732,112.2454,0
"19,08,2020",114.6002,115.7654,114.2314,114.3278,-0.2724,144547048,112.6660429,1
"20,08,2020",114.3698,116.9803,114.3533,116.8647,2.4949,125313344,113.9223143,0
"21,08,2020",117.8404,123.379,117.828,122.887,5.0466,338054640,115.5258286,0
"24,08,2020",127.1629,127.2493,122.4584,124.3568,-2.8061,343339388,117.057,1
"25,08,2020",123.2106,123.6866,121.5852,123.3366,0.126,208941716,118.4569,0
"26,08,2020",124.6745,125.4782,123.591,125.0138,0.3393,161004836,120.1387429,0
"27,08,2020",125.6264,125.9648,122.3559,123.5194,-2.107,154146696,121.4723,1
"28,08,2020",124.5099,124.9348,123.092,123.3193,-1.1906,187629916,122.7568,1
"31,08,2020",126.0587,129.4379,124.4976,127.5013,1.4426,223505733,124.2763143,0
"1,9,2020",131.1769,133.1926,128.9735,132.58,1.4031,150698946,125.6610286,0
"2,9,2020",135.9494,136.3347,125.4856,129.8332,-6.1162,198233370,126.4433714,1
"3,9,2020",125.3967,127.3037,119.0631,119.4386,-5.9581,250623616,125.8865143,1
"4,9,2020",118.6383,122.225,109.5677,119.5176,0.8793,332607163,125.1013429,0
"8,9,2020",112.5912,117.5711,111.3364,111.4747,-1.1165,226149287,123.3806714,1
"9,9,2020",115.8618,117.7194,113.8856,115.9211,0.0593,172144189,122.3237857,0
"10,9,2020",118.9248,119.0631,111.1585,112.1367,-6.7881,182274391,120.1288429,1
"11,9,2020",113.2038,113.856,108.6883,110.6645,-2.5393,180860325,116.9980571,1
"14,09,2020",113.3521,114.5476,111.455,113.9795,0.6274,138248838,114.7332429,0
"15,09,2020",116.919,117.4121,112.2553,114.1623,-2.7567,182985051,113.9794857,1
"16,09,2020",113.856,114.6168,110.704,110.7929,-3.0631,153804096,112.7331,1
"17,09,2020",108.4117,110.8621,107.4137,109.0243,0.6126,176909480,112.3830429,0
"18,09,2020",109.0836,109.5578,104.825,105.566,-3.5176,284477372,110.9037429,1
"21,09,2020",103.2934,108.8761,101.8706,108.7674,5.474,193321297,110.4224143,0
"22,09,2020",111.3364,111.5142,107.8584,110.4768,-0.8596,181592150,110.3956,1
"23,09,2020",110.289,110.7732,105.4969,105.8427,-4.4463,148510882,109.2332,1
"24,09,2020",103.9159,108.9354,103.748,106.9296,3.0137,167743349,108.1999571,0
"25,09,2020",107.1371,111.0992,106.3861,110.9412,3.8041,149981441,108.2211429,0
"28,09,2020",113.6386,113.9449,111.4352,113.5892,-0.0494,136441425,108.8732714,1
"29,09,2020",113.1841,113.935,112.2158,112.7296,-0.4545,98636389,109.8966429,1
"30,09,2020",112.4331,115.8618,112.2652,114.4291,1.996,141667323,110.7054571,0
"1,10,2020",116.2372,116.3163,114.4488,115.3974,-0.8398,114958231,111.4084,1
"2,10,2020",111.5439,113.9943,110.8819,111.6723,0.1284,144711986,112.2412,0
"5,10,2020",112.5517,115.259,112.196,115.1108,2.5591,105392594,113.4099429,0
"6,10,2020",114.3204,114.7354,110.9115,111.8107,-2.5097,159519440,113.5341571,1
"7,10,2020",113.2532,114.1722,112.7691,113.7078,0.4546,96135446,113.5511,0
"8,10,2020",114.8638,115.012,113.2237,113.5991,-1.2647,82322071,113.6753143,1
"9,10,2020",113.9054,115.6049,113.5497,115.5752,1.6698,100506865,113.8390429,0
"12,10,2020",118.6284,123.6873,117.8621,122.9166,4.2882,236262242,114.9132143,0
"13,10,2020",123.7763,123.8948,118.2233,119.656,-4.1203,260497701,116.0537429,1
"14,10,2020",119.5572,121.563,118.1936,119.7449,0.1877,150268765,116.7157571,0
"15,10,2020",117.3044,119.7548,116.7412,119.2706,1.9662,111278956,117.7814571,0
"16,10,2020",119.8338,120.0986,117.3933,117.6008,-2.233,115393808,118.3376,1
"19,10,2020",118.5296,118.9831,114.2808,114.597,-3.9326,119366165,118.4801571,1
"20,10,2020",114.8144,117.5613,114.2512,116.1088,1.2944,124423728,118.5563857,0
"21,10,2020",115.2788,117.2895,115.0614,115.4764,0.1976,89945980,117.4935,0
"22,10,2020",116.0495,116.6325,113.2236,114.3698,-1.6797,101354341,116.7383286,1
"23,10,2020",115.0021,115.1602,112.9173,113.6682,-1.3339,82572645,115.8702286,1
"26,10,2020",112.6505,115.1602,111.534,113.6781,1.0276,109974392,115.0713,0
"27,10,2020",114.1129,115.8815,113.1741,115.2096,1.0967,90967291,114.7297,0
"28,10,2020",113.6781,114.0536,109.7752,109.874,-3.8041,142355296,114.0549857,1
"29,10,2020",111.0301,115.5357,110.8621,113.9449,2.9148,146129173,113.7458571,0
"30,10,2020",109.7357,110.6546,106.4355,107.5619,-2.1738,190573476,112.6152143,1
"2,11,2020",107.809,109.3602,106.0403,107.473,-0.336,122866899,111.6299571,1
"3,11,2020",108.3524,110.1606,107.4335,109.1231,0.7707,107624448,110.9806571,0
"4,11,2020",112.779,114.2117,111.0103,113.5793,0.8003,138235482,110.9665429,0
"5,11,2020",116.5435,118.1936,115.475,117.6107,1.0672,125201932,111.3095571,0
"6,11,2020",117.1111,117.9821,114.9434,117.4773,0.3662,114457922,112.3957429,0
"9,11,2020",119.2688,120.7436,114.8642,115.1315,-4.1373,154515315,112.5652571,1
"10,11,2020",114.3694,116.3885,112.9639,114.7851,0.4157,133345001,113.5971429,0
"11,11,2020",115.9926,118.4077,115.2503,118.2691,2.2765,112294954,115.1394429,0
"12,11,2020",118.3978,119.2985,117.3585,117.992,-0.4058,103350674,116.4064286,1
"13,11,2020",118.2196,118.4489,116.6657,118.0414,-0.1782,81688586,117.0438714,1
"16,11,2020",117.7049,119.7538,116.9388,119.0708,1.3659,91183018,117.2524571,0
"17,11,2020",118.3285,119.4411,117.7445,118.1701,-0.1584,74270973,117.3514286,1
"18,11,2020",117.3981,118.5957,116.7943,116.824,-0.5741,76322111,117.5932143,1
"19,11,2020",116.3885,117.8435,115.6165,117.4278,1.0393,74112972,117.9707429,0
"20,11,2020",117.4278,117.5565,116.0916,116.1411,-1.2867,71568288,117.6667429,1
"23,11,2020",115.9827,116.4184,112.5877,112.6867,-3.296,125934410,116.9088429,1
"24,11,2020",112.7461,114.6663,111.4396,113.9932,1.2471,113226248,116.3305286,0
"25,11,2020",114.3694,115.5571,113.9932,114.8445,0.4751,76499234,115.7267714,0
"27,11,2020",115.3789,116.2895,115.0325,115.3987,0.0198,46691331,115.3308571,0
"30,11,2020",115.7748,119.734,115.6165,117.8336,2.0588,169410176,115.4750857,0
"1,12,2020",119.7736,122.2077,118.7838,121.4661,1.6925,125920963,116.0519857,0
"2,12,2020",120.7732,122.1095,119.6548,121.8224,1.0492,89004195,116.8636,0
"3,12,2020",122.2579,122.5153,120.9613,121.6838,-0.5741,78967630,118.1489,1
"4,12,2020",121.3473,121.6055,120.2784,121.0009,-0.3464,78260421,119.15,1
"7,12,2020",121.0603,123.2972,121.0009,122.4856,1.4253,86711990,120.2415857,0
"8,12,2020",123.0992,123.703,121.8323,123.1091,0.0099,82225512,121.3430714,0
"9,12,2020",123.2576,124.6631,119.7637,120.5357,-2.7219,115089193,121.7290857,1
"10,12,2020",119.2688,122.6043,118.9224,121.9808,2.712,81312170,121.8026143,0
"11,12,2020",121.1791,121.5057,119.3183,121.1593,-0.0198,86939786,121.7078857,1
"14,12,2020",121.3473,122.0897,120.2982,120.5357,-0.8116,79075988,121.5438714,1
"15,12,2020",123.0695,126.5932,122.8617,126.5734,3.5039,157572262,122.3399429,0
"16,12,2020",126.1082,127.0584,125.2669,126.5041,0.3959,98208591,122.9140143,0
"17,12,2020",127.583,128.256,126.7367,127.385,-0.198,94359811,123.5248571,1
"18,12,2020",127.6423,127.7809,124.8314,125.3609,-2.2814,192541496,124.2141714,1
"21,12,2020",123.7426,126.999,122.1876,126.9198,3.1772,121251553,124.9197429,0
"22,12,2020",130.2653,133.0317,128.3253,130.5325,0.2672,169351825,126.2587714,0
"23,12,2020",130.8096,131.0769,129.4437,129.6219,-1.1877,87689496,127.5568,1
"24,12,2020",129.9782,132.0964,129.7605,130.6216,0.6434,54930064,128.1351143,0
"28,12,2020",132.6209,135.9367,132.1458,135.2934,2.6725,124486237,129.3907286,0
"29,12,2020",136.6395,137.3709,132.9683,133.492,-3.1475,120520930,130.2631571,1
"30,12,2020",134.1947,134.6005,132.037,132.3537,-1.841,96452124,131.2621286,1
"31,12,2020",132.71,133.3633,130.3741,131.3342,-1.3758,99116586,131.8927571,1
"4,1,2021",132.1557,132.2464,125.4648,128.0877,-4.068,143301887,131.5435,1
"5,1,2021",127.5731,130.3939,127.1178,129.6714,2.0983,96942904,131.5505714,0
"6,1,2021",126.415,129.7109,125.0907,125.3065,-1.1085,155087970,130.7912714,1
"7,1,2021",127.0485,130.2851,126.5536,129.5823,2.5338,108247276,129.9754,0
"8,1,2021",131.0769,131.2748,128.8994,130.7008,-0.3761,105158245,129.5766571,1
"11,1,2021",127.87,128.84,127.187,127.6621,-0.2079,100620880,128.9064286,1
"12,1,2021",127.187,128.3649,125.5638,127.484,0.297,90440255,128.3564,0
"13,01,2021",127.4444,130.1069,127.1771,129.5526,2.1082,88172900,128.5656714,0
"14,01,2021",129.4635,129.6615,127.4444,127.5928,-1.8707,90221755,128.2687286,1
"15,01,2021",127.4642,128.8936,125.7024,125.8409,-1.6233,111598531,128.3450714,1
"19,01,2021",126.4744,127.3949,125.641,126.5239,0.0495,89857877,127.9081571,0
"20,01,2021",127.3454,131.1363,127.2365,130.681,3.3356,103818252,127.9053286,0
"21,01,2021",132.4329,138.2429,132.225,135.4715,3.0386,120529544,129.0209571,0
"22,01,2021",134.8875,138.4211,133.6404,137.649,2.7615,114459360,130.4731,0
"25,01,2021",141.6082,143.6075,135.1449,141.4597,-0.1485,156955243,132.1741143,1
"26,01,2021",142.1328,142.8256,139.9255,141.6972,-0.4356,98390555,134.1890286,1
"27,01,2021",141.9645,142.8256,138.9753,140.6085,-1.356,140843759,136.2986857,1
"28,01,2021",138.0944,140.5392,135.3033,135.6893,-2.4051,140350959,137.6080286,1
"29,01,2021",134.4421,135.3428,128.8796,130.6117,-3.8304,177523812,137.5981286,1
"1,2,2021",132.3834,133.9967,129.5922,132.7694,0.386,105920089,137.2121143,0
"2,2,2021",134.3432,134.9172,133.2346,133.6107,-0.7325,82321579,136.6352143,1
"3,2,2021",134.3729,134.3828,132.2448,132.5715,-1.8014,89880937,135.3654714,1
"4,2,2021",134.9073,135.9961,133.2148,135.9862,1.0789,84183061,134.5496143,0
"5,2,2021",136.1504,136.2198,134.6734,135.5655,-0.5849,75693830,133.8291857,1
"8,2,2021",134.8419,135.7638,133.7416,135.7142,0.8723,71137698,133.8327429,0
"9,2,2021",135.4268,136.6728,134.6635,134.8221,-0.6047,76774213,134.4342286,1
"10,2,2021",135.288,135.7935,133.2262,134.2075,-1.0805,72647988,134.6396714,1
"11,2,2021",134.7131,135.1988,132.6017,133.9498,-0.7633,63734349,134.6881143,1
"12,2,2021",133.1766,134.3463,132.5244,134.1877,1.0111,60145130,134.919,0
"16,02,2021",134.3066,134.8221,131.6302,132.0267,-2.2799,80576316,134.3533571,1
"17,02,2021",130.1037,131.0652,128.3392,129.6973,-0.4064,98085249,133.5150429,1
"18,02,2021",128.0716,128.8596,126.2972,128.5771,0.5055,96856748,132.4954571,0
"19,02,2021",129.1025,129.5684,127.6751,128.7357,-0.3668,87668834,131.6259714,1
"22,02,2021",126.892,128.587,124.503,124.8995,-1.9925,103916419,130.2962571,1
"23,02,2021",122.6791,125.6033,117.356,124.7607,2.0816,158273022,128.9835286,0
"24,02,2021",123.8488,124.4634,121.1625,124.2552,0.4064,111039904,127.5646,0
"25,02,2021",123.5911,125.354,119.4872,119.9333,-3.6578,148199540,125.8369714,1
"26,02,2021",121.5193,123.7596,120.1414,120.2009,-1.3184,164560394,124.4803429,1
"1,3,2021",122.6692,126.8127,121.7176,126.6739,4.0047,116307892,124.2084571,0
"2,3,2021",127.2885,127.5958,123.9182,124.0272,-3.2613,102260945,123.5358143,1
"3,3,2021",123.7199,124.6121,120.7759,120.9939,-2.726,111513849,122.9778714,1
"4,3,2021",120.6866,122.5205,117.584,119.0808,-1.6058,178154975,122.1664571,1
"5,3,2021",119.9234,120.87,116.5432,120.3595,0.4361,153766601,121.6099286,0
"8,3,2021",119.8738,119.9432,115.195,115.3437,-4.5301,154376610,120.9542714,1
"9,3,2021",117.9904,120.9939,117.7525,120.0275,2.0371,129525780,120.9295,0
"10,3,2021",120.6272,121.103,118.4067,118.9321,-1.6951,111943326,119.8235286,1
"11,3,2021",121.4697,122.1339,120.2009,120.8948,-0.5749,103026514,119.3760429,1
"12,3,2021",119.3484,120.1117,118.1193,119.9729,0.6245,88105050,119.2301857,0
"15,03,2021",120.3496,122.917,119.3683,122.9071,2.5575,91641641,119.7768,0
"16,03,2021",124.6021,126.1089,123.6257,124.4733,-0.1288,114737887,120.3644857,1
"17,03,2021",122.9666,124.7606,121.2675,123.6704,0.7038,111434831,121.5540143,0
"18,03,2021",121.8068,122.1042,119.2691,119.4773,-2.3295,121469755,121.4754143,1
"19,03,2021",118.8528,120.3694,118.6298,118.942,0.0892,185549522,121.4768286,0
"22,03,2021",119.279,122.7881,119.2097,122.3123,3.0333,111912284,121.6793286,0
"23,03,2021",122.2528,123.1549,121.0732,121.4697,-0.7831,95243836,121.8931571,1
"24,03,2021",121.7473,121.8266,119.0164,119.0411,-2.7062,87949436,121.3408714,1
"25,03,2021",118.4959,120.5974,117.9607,119.5368,1.0409,98844681,120.6356571,0
"26,03,2021",119.2989,120.419,117.8814,120.1514,0.8525,94071234,120.1329429,0
"29,03,2021",120.5875,121.5094,119.6755,120.3298,-0.2577,80819203,120.2547286,1
"30,03,2021",119.061,119.3515,117.8219,118.8528,-0.2082,84778972,120.2419857,1
"31,03,2021",120.5875,122.4412,120.0919,121.0831,0.4956,118323826,120.0663857,0
"1,4,2021",122.58,123.0954,121.4202,121.9257,-0.6543,75089134,120.1315286,1
"5,4,2021",122.7881,125.0582,121.9951,124.8004,2.0123,87551744,120.9542857,0
"6,4,2021",125.3952,126.0197,124.5526,125.1077,-0.2875,80171253,121.7501286,1
"7,4,2021",124.731,126.8028,124.047,126.7829,2.0519,83466716,122.6974857,0
"8,4,2021",127.8238,129.2512,127.3975,129.2214,1.3976,88844591,123.9677143,0
"9,4,2021",128.6663,131.878,128.3392,131.8334,3.1671,106686703,125.8220857,0
"12,4,2021",131.3626,131.6897,129.4891,130.0938,-1.2688,91419983,127.1093286,1
"13,04,2021",131.2833,133.4839,130.7777,133.2559,1.9726,91266545,128.7279286,0
"14,04,2021",133.7614,133.8209,130.5051,130.8769,-2.8845,87222782,129.596,1
"15,04,2021",132.6512,133.8209,132.4728,133.3253,0.6741,89347102,130.7699429,0
"16,04,2021",133.127,133.4938,132.1159,132.9883,-0.1387,84922386,131.6564286,1
"19,04,2021",132.3439,134.2868,132.1754,133.6623,1.3184,94264215,132.2908429,0
"20,04,2021",133.8407,134.3463,130.6588,131.9474,-1.8933,94812349,132.3071286,1
"21,04,2021",131.204,132.5818,130.1533,132.334,1.13,68847136,132.6271571,0
"22,04,2021",131.878,132.9783,130.2623,130.7876,-1.0904,84566456,132.2745429,1
"23,04,2021",131.0057,133.9399,131.0057,133.1469,2.1412,78756779,132.5988286,0
"26,04,2021",133.6524,133.8804,132.3935,133.5434,-0.109,65335049,132.6299857,1
"27,04,2021",133.8308,134.2273,132.9387,133.2162,-0.6146,66015804,132.6625429,1
"28,04,2021",133.1369,133.8407,131.9177,132.4133,-0.7236,107760097,132.4841143,1
"29,04,2021",135.2781,135.8728,131.2932,132.3142,-2.9639,151100953,132.5365143,1
"30,04,2021",130.629,132.3935,129.9203,130.3118,-0.3172,109839466,132.2476286,1
"3,5,2021",130.8868,132.899,130.6786,131.3824,0.4956,75135100,132.3326,0
"4,5,2021",130.0442,130.3415,125.5934,126.7334,-3.3108,137564718,131.4163857,1
"5,5,2021",128.0716,129.3107,126.8523,126.9812,-1.0904,84000900,130.4789286,1
"6,5,2021",126.773,128.6168,126.0197,128.6069,1.8339,78128334,129.8204571,0
"7,5,2021",129.9263,130.3316,128.561,129.2908,-0.6355,78973273,129.3743857,1
"10,5,2021",128.4965,128.6256,125.9148,125.9546,-2.5419,87457656,128.4658714,1
"11,5,2021",122.6282,125.3786,121.9034,125.0212,2.393,125668247,127.7100714,0
"12,5,2021",122.5289,123.7602,121.387,121.9034,-0.6255,112172282,126.3559286,1
"13,05,2021",123.7006,125.2595,123.3828,124.0878,0.3872,105861339,125.9779857,0
"14,05,2021",125.3588,126.9872,124.9616,126.5503,1.1915,81163792,125.9164286,0
"17,05,2021",125.9248,126.034,124.2864,125.3786,-0.5462,73810407,125.4552429,1
"18,05,2021",125.6666,126.0936,123.8992,123.9687,-1.6979,62455311,124.6949429,1
"19,05,2021",122.2906,124.0332,121.9927,123.8098,1.5192,90595813,124.3885429,0
"20,05,2021",124.346,126.8184,124.2169,126.4113,2.0653,76857123,124.5871286,0
"21,05,2021",126.9177,127.0964,124.3261,124.5446,-2.3731,79295436,124.9644429,1
"24,05,2021",125.1205,127.0369,125.051,126.2028,1.0823,62823701,125.2665857,0
"25,05,2021",126.9177,127.4142,125.4283,126.0042,-0.9135,72009482,125.1885714,1
"26,05,2021",126.0588,126.4907,125.5276,125.9546,-0.1042,54464024,125.2708571,1
"27,05,2021",125.5474,126.739,124.197,124.3956,-1.1518,93505088,125.3318429,1
"28,05,2021",124.6836,124.912,123.6708,123.7304,-0.9532,71311109,125.3205,1
"1,6,2021",124.197,124.4651,123.0651,123.4027,-0.7943,67637118,124.8907,1
"2,6,2021",123.4027,124.3559,123.1743,124.1772,0.7745,58847659,124.8382143,0
"3,6,2021",123.7999,123.9687,122.2608,122.6679,-1.132,75331115,124.3332286,1
"4,6,2021",123.1942,125.2694,122.9757,125.0013,1.8071,74505841,124.1899571,0
"7,6,2021",125.2794,125.4283,123.9509,125.0113,-0.2681,70340619,124.0552,1
"8,6,2021",125.7063,127.5532,125.3192,125.8453,0.139,74403774,124.2623,0
"9,6,2021",126.312,126.8482,125.6269,126.2326,-0.0794,55584187,124.6197571,1
"10,6,2021",126.1234,127.2851,125.051,125.2198,-0.9036,70606505,124.8793429,1
"11,6,2021",125.6368,126.5404,125.2098,126.451,0.8142,52839952,125.2041714,0
"14,06,2021",126.9177,129.6185,126.173,129.5589,2.6412,96906490,126.1886,0
"15,06,2021",129.0227,129.6781,128.4766,128.7249,-0.2978,62273981,126.7205429,1
"16,06,2021",129.4497,129.966,127.5542,129.2313,-0.2184,91339351,127.3234,1
"17,06,2021",128.8837,131.6143,128.7348,130.8597,1.976,96721669,128.0397429,0
